ï»¿ID,Start time,Completion time,Location,Ward/Branch,Stake,Route,Time Spent Collecting Donations,# of Adult Volunteers,# of Youth Volunteers,Doors in Route,Donation Bags Collected,Completed More Than One Route,Routes Completed,Additional Routes completed (2 routes),Additional routes completed (3 routes),Additional routes completed (3 routes)2,Additional routes completed (More than 3 Routes),Additional routes completed (More than 3 Routes)2,Additional routes completed (More than 3 Routes)3,Neighbourhood,Ward,Assessed Value,Minutes Spent Collecting Donations,Assessed Value,Latitude,Longitude,New Route Number/Name
410,2024-09-28 13:22,2024-09-28 13:25,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,9. C 283,1 Hour - 1.5 Hours,2,0,283,51,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 90
411,2024-09-28 13:15,2024-09-28 13:27,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,44,1 Hour - 1.5 Hours,2,1,175,40,1,3,,75,74A,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 91
412,2024-09-28 13:23,2024-09-28 13:28,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,72,2+ Hours,1,5,132,22,1,2,73,,,,,,RABBIT HILL,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 92
413,2024-09-28 13:26,2024-09-28 13:29,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,19,1 Hour - 1.5 Hours,2,3,350,49,1,2,21,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 93
414,2024-09-28 13:04,2024-09-28 13:32,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,81,2+ Hours,2,4,730,64,1,1,,,,82,83,84-85,CRAWFORD PLAINS,Sspomitapi Ward,140000,120,140000,53.44341912235957,-113.4026104,Gateway Stake 149
415,2024-09-28 13:29,2024-09-28 13:32,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,42,30 - 60 Minutes,1,0,150,20,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,60,1154500,53.42045712828527,-113.5399461,Riverbend Stake 94
416,2024-09-28 13:29,2024-09-28 13:33,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,38,1 Hour - 1.5 Hours,2,2,339,40,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 150
417,2024-09-28 13:29,2024-09-28 13:34,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,60,2+ Hours,2,1,181,60,1,3,,"Route 62, 108 bags","Route 66, 95 bags",,,,RABBIT HILL,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 95
418,2024-09-28 13:33,2024-09-28 13:35,Gateway Stake Centre ,Lee Ridge Ward,Gateway Stake,59,30 - 60 Minutes,1,1,146,22,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,60,28618500,53.47232073,-113.4502878,Gateway Stake 151
419,2024-09-28 13:32,2024-09-28 13:36,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,14,30 - 60 Minutes,2,0,225,30,0,1,,,,,,,ELLERSLIE,Karhiio Ward,797500,60,797500,53.43159314034627,-113.44636,Gateway Stake 152
420,2024-09-28 13:35,2024-09-28 13:38,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,I dont remember,0 - 30 Minutes,2,3,142,23,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,30,1154500,53.42045712828527,-113.5399461,Riverbend Stake 96
421,2024-09-28 13:29,2024-09-28 13:39,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Belle Rive B C D E F ,2+ Hours,2,0,950,133,1,1,,,,Belle Rive B C D E F ,Belle Rive BCDEF,All combined,GRIESBACH,Anirniq Ward,6666500,120,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 38
422,2024-09-28 13:38,2024-09-28 13:40,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Sweetgrass 1,30 - 60 Minutes,2,4,100,28,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 97
423,2024-09-28 13:39,2024-09-28 13:41,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,11,1 Hour - 1.5 Hours,4,4,11,16,1,3,,41,12,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 153
424,2024-09-28 13:42,2024-09-28 13:43,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,41,1 Hour - 1.5 Hours,4,4,158,24,1,3,,12,158,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 154
425,2024-09-28 13:15,2024-09-28 13:44,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,66,2+ Hours,1,0,260,200,1,2,67,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,120,140000,53.44341912235957,-113.4026104,Gateway Stake 155
426,2024-09-28 13:43,2024-09-28 13:45,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,28 Lee ridge,1 Hour - 1.5 Hours,2,0,159,29,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 156
427,2024-09-28 13:43,2024-09-28 13:45,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,12,1 Hour - 1.5 Hours,4,4,153,25,1,3,,11,41,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 157
428,2024-09-28 13:35,2024-09-28 13:46,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,57,1 Hour - 1.5 Hours,2,2,126,20,1,3,,76,78,,,,RIO VISTA,,8015783.871,90,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 158
429,2024-09-28 13:45,2024-09-28 13:46,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,14,30 - 60 Minutes,3,4,206,32,1,3,,13,15,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 159
430,2024-09-28 13:46,2024-09-28 13:47,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,15,30 - 60 Minutes,3,4,202,27,1,3,,13,14,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 160
431,2024-09-28 13:43,2024-09-28 13:47,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Sherbrooke D,1 Hour - 1.5 Hours,3,1,313,45,1,2,Sherbrooke E,,,,,,GRIESBACH,Anirniq Ward,6666500,90,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 39
432,2024-09-28 13:48,2024-09-28 13:49,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Sherbrooke B,0 - 30 Minutes,3,1,140,18,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,30,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 40
433,2024-09-28 13:50,2024-09-28 13:54,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Caernarvon E,1 Hour - 1.5 Hours,3,0,300,47,1,2,Caernarvon F,,,,,,GRIESBACH,Anirniq Ward,6666500,90,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 41
434,2024-09-28 14:00,2024-09-28 14:08,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Wellington EF,30 - 60 Minutes,1,4,200,40,1,2,Wellington f,,,,,,GRIESBACH,Anirniq Ward,6666500,60,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 42
435,2024-09-28 14:19,2024-09-28 14:22,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,2-2.4,1 Hour - 1.5 Hours,1,0,151,16,0,1,,,,,,,NAMAO,,6666500,90,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 43
436,2024-09-28 14:24,2024-09-28 14:27,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,38,0 - 30 Minutes,2,4,169,18,1,1,,,,34,33,37,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 161
437,2024-09-28 14:27,2024-09-28 14:33,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,33,0 - 30 Minutes,4,4,165,23,1,1,,,,38,34,37,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 162
438,2024-09-28 14:33,2024-09-28 14:35,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,34,0 - 30 Minutes,4,4,166,10,1,1,,,,33,38,37,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 163
439,2024-09-28 14:35,2024-09-28 14:36,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,37,0 - 30 Minutes,2,4,163,17,1,1,,,,33,34,38,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 164
440,2024-09-28 17:46,2024-09-28 17:47,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,47,0 - 30 Minutes,2,2,95,20,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,30,503500,53.42374423,-113.5051636,Gateway Stake 165
441,2024-09-28 18:24,2024-09-28 18:30,Bonnie Doon Stake Centre,Clareview Ward,Bonnie Doon Stake,98 & 101 Av,30 - 60 Minutes,1,0,40,15,0,1,,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 110
442,2024-09-28 18:30,2024-09-28 18:31,Bonnie Doon Stake Centre,Clareview Ward,Bonnie Doon Stake,Argyl 2,30 - 60 Minutes,2,1,150,15,0,1,,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 111
443,2024-09-28 18:31,2024-09-28 18:32,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Ottowell 3,0 - 30 Minutes,1,2,100,15,0,1,,,,,,,CONNORS HILL,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 112
444,2024-09-28 18:32,2024-09-28 18:33,Bonnie Doon Stake Centre,Londonderry Ward,Bonnie Doon Stake,76 Av - 96th,1 Hour - 1.5 Hours,2,0,50,15,0,1,,,,,,,LONDONDERRY,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 113
445,2024-09-28 18:33,2024-09-28 18:36,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,101 St - 84 Av - 97 St - 85 Av - 99 St,0 - 30 Minutes,1,0,50,20,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,30,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 114
446,2024-09-28 18:59,2024-09-28 19:09,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,King Edward Park 3,30 - 60 Minutes,1,0,235,21,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,60,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 115
447,2024-09-28 19:09,2024-09-28 19:13,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Riverdale 2,30 - 60 Minutes,1,0,200,100,0,1,,,,,,,CONNORS HILL,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 116
448,2024-09-28 19:44,2024-09-28 19:49,Bearspaw Chapel,Southgate Ward,Bonnie Doon Stake,AD5,1 Hour - 1.5 Hours,3,0,375,58,1,1,,,,AD11,AD12,AD7 - only picked up (another member dropped off),SOUTHGATE,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 117
449,2024-09-28 21:27,2024-09-28 21:28,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,7,30 - 60 Minutes,2,0,175,30,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,60,28618500,53.47232073,-113.4502878,Gateway Stake 166
450,2024-09-28 21:37,2024-09-28 21:41,Communities Outside Edmonton,Wainwright Branch,Gateway Stake,7,2+ Hours,2,0,99,11,1,2,15,,,,,,WAINWRIGHT BRANCH,,8015783.871,120,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 167
451,2024-09-28 21:41,2024-09-28 21:43,Communities Outside Edmonton,Wainwright Branch,Gateway Stake,15,2+ Hours,2,0,153,13,1,2,7,,,,,,WAINWRIGHT BRANCH,,8015783.871,120,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 168
452,2024-09-29 12:28,2024-09-29 12:40,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Strathcona 7,1 Hour - 1.5 Hours,5,0,202,26,0,1,,,,,,,CONNORS HILL,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 118
453,2024-09-30 10:32,2024-09-30 10:33,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,Ogilvie Ridge both routes,1 Hour - 1.5 Hours,2,3,200,60,1,2,Two Ogilvie Ridge routes,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 98
454,2024-09-30 10:35,2024-09-30 10:36,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,Route 4,30 - 60 Minutes,2,1,159,19,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,60,1154500,53.42045712828527,-113.5399461,Riverbend Stake 99
455,2024-09-30 10:32,2024-09-30 10:38,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,30,0 - 30 Minutes,2,4,158,24,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,30,1154500,53.42045712828527,-113.5399461,Riverbend Stake 100
456,2024-09-30 10:54,2024-09-30 10:59,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,71 Twin Brooks,1 Hour - 1.5 Hours,3,0,132,19,1,2,69 Twin Brooks,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 101
457,2024-09-30 10:56,2024-09-30 11:01,Bearspaw Chapel,Rabbit Hill Ward,Riverbend Stake,Midbo,1 Hour - 1.5 Hours,2,0,289,40,1,2,Donât remember ,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 102
458,2024-09-30 10:59,2024-09-30 11:01,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,69 Twin Brooks,1 Hour - 1.5 Hours,3,0,122,20,1,2,71 Twin Brooks,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 103
459,2024-09-30 11:00,2024-09-30 11:02,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,3,0 - 30 Minutes,1,1,136,21,1,2,Route #26,,,,,,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 169
460,2024-09-30 11:02,2024-09-30 11:03,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,26,0 - 30 Minutes,1,1,166,8,1,2,route # 3,,,,,,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 170
461,2024-09-30 11:38,2024-09-30 11:40,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,14,0 - 30 Minutes,3,0,110,10,0,1,,,,,,,WOODBEND,,703525,30,703525,53.44964276918846,-113.5384964,Riverbend Stake 104
462,2024-09-30 11:49,2024-09-30 11:51,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,Henderson states #2,2+ Hours,1,1,250,62,0,1,,,,,,,TERWILLEGAR PARK,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 105
463,2024-09-30 11:30,2024-09-30 15:04,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,12,1 Hour - 1.5 Hours,2,2,60,35,0,1,,,,,,,WOODBEND,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 106
464,2024-09-30 15:11,2024-09-30 15:18,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Royal Gardens #4,30 - 60 Minutes,2,3,120,31,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 107
465,2024-09-30 16:49,2024-09-30 16:51,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Aspen gardens ,1 Hour - 1.5 Hours,2,3,200,100,0,1,,,,,,,GREENFIELD,papastew Ward,295500,90,295500,53.476048825243744,-113.5371848,Riverbend Stake 108
466,2024-09-30 17:57,2024-09-30 17:59,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Greenfield 7,30 - 60 Minutes,2,0,211,47,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 109
467,2024-09-30 18:35,2024-09-30 18:36,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,70,0 - 30 Minutes,2,1,58,6,0,1,,,,,,,RABBIT HILL,,703525,30,703525,53.44964276918846,-113.5384964,Riverbend Stake 110
468,2024-09-30 22:28,2024-09-30 22:32,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,King Edward Park 4,30 - 60 Minutes,2,0,150,23,0,1,,,,,,,CONNORS HILL,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 119
469,2024-10-01 6:46,2024-10-01 6:53,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Greenfield 3,1 Hour - 1.5 Hours,1,0,140,33,0,1,,,,,,,GREENFIELD,papastew Ward,295500,90,295500,53.476048825243744,-113.5371848,Riverbend Stake 111
470,2024-10-01 8:13,2024-10-01 8:25,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,56,1 Hour - 1.5 Hours,3,0,121,45,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 112
